Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
fans to dry out water damage,7,7,50,11,12.78,https://totalcarerestoration.com/the-role-of-air-movers-in-drying-out-a-flooded-space/,0,0,0.00,0.96,34100000,"[18,100,100,18,18,18,18,18,18,18,100,100]",2025-09-12,"Image pack, Sitelinks, Video, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
fans to dry out water damage,70,70,50,11,12.78,https://totalcarerestoration.com/water-damage-dry-out-process/,0,0,0.00,0.96,34100000,"[18,100,100,18,18,18,18,18,18,18,100,100]",2025-09-12,"Image pack, Sitelinks, Video, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
what does mold on ceiling look like,87,87,210,12,0.00,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0,36200000,"[100,34,65,100,100,34,21,43,43,65,53,43]",2025-12-29,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
cast iron drains,28,28,170,26,3.81,https://totalcarerestoration.com/cast-iron-pipes/,0,0,0.00,0.79,8680000,"[19,42,26,42,53,100,100,53,80,80,53,100]",2025-10-18,"Knowledge panel, Sitelinks, Video, Video Carousel, People also ask, Related searches",commercial,Organic
mold on the wall,67,67,480,32,7.47,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.54,102000000,"[7,7,7,100,11,34,3,3,1,3,16,11]",2025-10-02,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Things to know, AI overview",informational,Organic
soot and smoke cleaning westlake,38,38,40,5,0.00,https://totalcarerestoration.com/top-5-soot-cleaning-services/,0,0,0.00,0,11400,"[60,100,60,80,80]",2026-01-03,"Knowledge panel, Video, People also ask",informational,Organic
how to clean up after toilet overflows,12,12,40,1,12.00,https://totalcarerestoration.com/effective-strategies-for-handling-toilet-overflow-and-preventing-future-incidents/,0,0,0.00,0.07,5870000,"[9,9,9,9,9,52,9,9,9,33,33,52]",2025-12-12,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
flood damage cost estimates,76,76,70,18,0.00,https://totalcarerestoration.com/water-damage-cost-calculator/,0,0,0.00,0.63,35000000,"[64,11,11,23,23,29,17,23,11,82,82,29]",2025-12-17,"Sitelinks, Video, People also ask, Related searches, AI overview","commercial, informational",Organic
mold removal services miami florida,20,20,110,31,21.39,https://totalcarerestoration.com/services/mold-remediation/,0,0,0.00,0.49,1720000,"[2,43,100,18,0,4,4,4,2,14,29,35]",2025-12-16,"Local pack, Sitelinks, Video, Image, Ads bottom, Related searches, Discussions and forums",commercial,Organic
leak detection west palm beach fl,76,76,50,11,30.29,https://totalcarerestoration.com/problems/slab-leak-water-damage/west-palm-beach/,0,0,0.00,0.1,1070000,"[2,2,2,2,2,2,2,2,11,7,14,17]",2026-01-04,"Local pack, Video, Image, Related searches",commercial,Organic
best way to clean smoke damaged walls,96,96,40,13,0.00,https://totalcarerestoration.com/7-steps-to-clean-smoke-damaged-items/,0,0,0.00,0.07,16400000,"[7,7,7,7,15,11,11,11,11,26,26,42]",2025-11-28,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
house negative air pressure,75,75,90,3,0.00,https://totalcarerestoration.com/how-negative-pressure-prevents-mold-spread/,0,0,0.00,0.01,66200000,"[33,42,33,66,52,42,23,42,33,80,66,33]",2025-11-17,"Video, Video Carousel, People also ask, Related searches, Things to know, AI overview",informational,Organic
fire damage restoration deerfield beach,15,15,70,3,0.00,https://totalcarerestoration.com/fire-damage-restoration/commercial/deerfield-beach/,0,0,0.00,0.33,551000,"[7,14,21,21,28,21,28,64,78,100,100,100]",2025-12-31,"Local pack, Related searches",commercial,Organic
fire damage restoration deerfield beach,37,37,70,3,0.00,https://totalcarerestoration.com/problems/electrical-fire-cleanup/deerfield-beach/,0,0,0.00,0.33,551000,"[7,14,21,21,28,21,28,64,78,100,100,100]",2025-12-31,"Local pack, Related searches",commercial,Organic
fire damage restoration deerfield beach,56,56,70,3,0.00,https://totalcarerestoration.com/problems/kitchen-fire-damage-restoration/deerfield-beach/,0,0,0.00,0.33,551000,"[7,14,21,21,28,21,28,64,78,100,100,100]",2025-12-31,"Local pack, Related searches",commercial,Organic
fire damage restoration deerfield beach,72,72,70,3,0.00,https://totalcarerestoration.com/fire-damage-restoration/residential/,0,0,0.00,0.33,551000,"[7,14,21,21,28,21,28,64,78,100,100,100]",2025-12-31,"Local pack, Related searches",commercial,Organic
how do you remove mold from wood,43,43,390,18,0.44,https://totalcarerestoration.com/effective-strategies-for-removing-mold-from-wood-a-comprehensive-guide/,0,0,0.00,0.55,47900000,"[6,5,3,2,13,55,13,36,76,30,36,55]",2025-12-27,"Sitelinks, Video, Image, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
professional fire damage assessment and restoration services residential homes,40,40,40,24,0.00,https://totalcarerestoration.com/fire-damage-restoration-guide/,0,0,0.00,0,19300000,"[100,57,14]",2025-12-16,"Sitelinks, Video, Related searches, AI overview","commercial, informational",Organic
fungus growing on wall,94,94,40,66,0.00,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.03,27200000,"[7,7,7,7,7,7,7,7,42,42,7,7]",2025-11-13,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Things to know, Discussions and forums, AI overview",informational,Organic
dehumidifier mold remediation,46,46,50,7,1.29,https://totalcarerestoration.com/restoration-dehumidifiers/,0,0,0.00,0.12,554000,"[52,100,80,66,0,0,0,0,0,0,0,0]",2025-12-30,"Knowledge panel, Sitelinks, Video, Ads bottom, Video Carousel, Popular products, Related searches, AI overview","commercial, informational",Organic
black mold on grout in shower,1,1,70,25,1.69,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.49,4930000,"[63,36,27,36,45,63,36,45,63,63,81,100]",2025-12-02,"Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
how to tell if mold behind walls,20,20,50,11,0.66,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.45,54300000,"[100,81,81,45,45,36,27,36,36,45,45,27]",2025-12-14,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
fire restoration checklist,86,86,70,5,4.47,https://totalcarerestoration.com/fire-damage-restoration-guide/,0,0,0.00,0.37,10500000,"[45,45,45,100,63,63,45,63,63,100,100,100]",2025-12-13,"Video, Related searches, AI overview",informational,Organic
purple mold on wall,99,99,110,1,7.25,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.05,26300000,"[66,52,80,42,42,42,52,33,52,100,52,42]",2025-12-27,"Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
is mold inside walls dangerous,26,26,30,42,1.99,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.07,9040000,"[0,0,0,1,1,0,1,1,0,0,0,0]",2025-10-19,"Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
estimate for water damage,13,13,40,21,33.63,https://totalcarerestoration.com/water-damage-cost-calculator/,0,0,0.00,0.59,110000000,"[0,81,100,18,27,27,27,18,45,45,18,18]",2025-12-26,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
water damage from toilet overflow,1,0,30,1,17.62,https://totalcarerestoration.com/effective-strategies-for-handling-toilet-overflow-and-preventing-future-incidents/,0,0,0.00,0.61,5200000,"[64,11,11,11,11,11,11,11,11,11,11,11]",2026-01-06,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,AI overview
water damage from toilet overflow,18,47,30,1,17.62,https://totalcarerestoration.com/effective-strategies-for-handling-toilet-overflow-and-preventing-future-incidents/,0,0,0.00,0.61,5200000,"[64,11,11,11,11,11,11,11,11,11,11,11]",2026-01-06,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
tarping company near me,46,46,40,4,3.17,https://totalcarerestoration.com/services/roof-tarping/,0,0,0.00,0.73,15300000,"[44,22,22,22,55,33,44,77,77,77,44,11]",2025-12-23,"Local pack, Video, Ads bottom, People also ask, Related searches",transactional,Organic
home restoration company,76,76,390,88,19.89,https://totalcarerestoration.com/broward-county-restoration-services/,0,0,0.00,0.23,161000000,"[12,36,29,36,29,36,29,36,29,100,100,44]",2025-12-11,"Local pack, Sitelinks, Video, Ads bottom, People also ask, Related searches",commercial,Organic
mold removal west palm beach,26,26,260,0,24.19,https://totalcarerestoration.com/west-palm-beach-restoration-services/,0,0,0.00,0.82,2180000,"[23,12,29,19,29,23,29,23,66,66,66,54]",2025-12-23,"Local pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches, Discussions and forums",commercial,Organic
flood damage cleanup pompano beach,12,12,50,7,0.00,https://totalcarerestoration.com/problems/hurricane-flood-damage/pompano-beach/,0,0,0.00,0,789000,"[42,71,71,71,100]",2025-12-31,"Local pack, Video, Image, People also ask",commercial,Organic
flood damage cleanup pompano beach,28,28,50,7,0.00,https://totalcarerestoration.com/water-damage-restoration/residential/pompano-beach/,0,0,0.00,0,789000,"[42,71,71,71,100]",2025-12-31,"Local pack, Video, Image, People also ask",commercial,Organic
flood damage cleanup pompano beach,77,77,50,7,0.00,https://totalcarerestoration.com/emergency-restoration/commercial/pompano-beach/,0,0,0.00,0,789000,"[42,71,71,71,100]",2025-12-31,"Local pack, Video, Image, People also ask",commercial,Organic
what is an air mover,1,1,40,0,0.00,https://totalcarerestoration.com/dehumidifiers-vs-air-movers-what-to-use-after-floods/,0,0,0.00,0.15,10,"[50,14,35,21,14,35,14,14,14,78,14,21]",2025-11-07,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
ozone generator to remove smoke odor,44,44,30,23,1.10,https://totalcarerestoration.com/do-ozone-generators-work-for-fire-damage-odors/,0,0,0.00,1,317000,"[18,18,18,18,100,18,18,18,18,36,36,36]",2025-12-13,"Sitelinks, Video, Video Carousel, Popular products, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
hidden mold symptoms,54,54,50,50,0.49,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.24,6470000,"[14,14,14,14,14,14,21,21,35,21,78,100]",2025-11-16,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
temporary roof covering,40,40,110,0,1.63,https://totalcarerestoration.com/emergency-roof-tarping/,0,0,0.00,1,70500000,"[42,33,52,42,66,42,52,52,42,42,80,100]",2025-12-27,"Image pack, Sitelinks, Video, Video Carousel, Popular products, Related searches, AI overview","informational, transactional",Organic
how to know if there's mold in your walls,53,53,30,15,1.30,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.52,45600000,"[50,64,35,28,0,14,14,28,14,14,14,14]",2025-12-30,"Sitelinks, Video, Image, Related searches, Discussions and forums, AI overview",informational,Organic
ozone mold killer,66,66,210,5,1.51,https://totalcarerestoration.com/ozone-air-treatment-for-mold-and-pathogens/,0,0,0.00,0.42,261000,"[81,65,65,65,43,65,53,65,65,65,81,65]",2025-12-18,"Sitelinks, Video, Image, Ads bottom, Video Carousel, Related searches, Discussions and forums, AI overview",commercial,Organic
water damage west palm beach,12,12,110,4,0.00,https://totalcarerestoration.com/west-palm-beach-restoration-services/,0,0,0.00,0.33,7530000,"[15,26,26,34,26,42,53,53,53,65,100,80]",2025-11-19,"Local pack, Video, Image, Ads bottom, People also ask, Related searches",commercial,Organic
residential mold remediation services,91,91,210,38,0.00,https://totalcarerestoration.com/mold-remediation/,0,0,0.00,0,13100000,"[0,0,18,43,29,43,81,81,66,100,66,18]",2025-12-25,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic
mold behind bed,1,1,90,21,0.00,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.99,114000000,"[78,14,78,78,78,78,78,64,35,64,100,64]",2025-11-28,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,People also ask
are ozone machines effective,25,25,40,23,0.00,https://totalcarerestoration.com/do-ozone-generators-work-for-fire-damage-odors/,0,0,0.00,0.33,18500000,"[11,23,100,11,11,11,11,41,11,11,11,11]",2025-12-22,"Sitelinks, Video, Featured snippet, Image, Video Carousel, People also ask, Related searches, Discussions and forums",informational,Organic
what happens to miami in 2025,10,10,40,19,0.00,https://totalcarerestoration.com/the-2025-miami-flood-we-thought-about/,0,0,0.00,0,589000000,"[11,11,11,64,29,29,29,11,11,11,11,11]",2025-12-15,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
smoke and soot damage,61,61,390,26,8.48,https://totalcarerestoration.com/7-steps-to-clean-smoke-damaged-items/,0,0,0.00,0.16,4150000,"[2,19,19,7,19,67,54,100,54,67,36,100]",2025-10-03,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
slab leak repair palm beach fl,17,17,40,0,0.00,https://totalcarerestoration.com/problems/slab-leak-water-damage/west-palm-beach/,0,0,0.00,0,82300,"[28,57,42,42,100,100,71,14]",2026-01-03,"Local pack, Video, Related searches, AI overview",commercial,Organic
cost to replace cast iron pipes,43,43,140,7,9.28,https://totalcarerestoration.com/cast-iron-pipes/,0,0,0.00,0.59,5650000,"[53,53,100,65,53,42,34,53,34,65,65,65]",2025-12-26,"Sitelinks, Video, Related searches, AI overview",informational,Organic
how to know if mold is in your walls,45,45,40,24,0.97,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.51,47900000,"[63,36,45,63,45,27,18,18,27,18,18,18]",2026-01-04,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
moldy drywall,29,29,590,24,6.32,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.24,1410000,"[20,31,84,13,11,11,5,31,100,46,11,25]",2025-10-09,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Things to know, AI overview",informational,Organic
does ozone eliminate odor,17,17,30,22,0.89,https://totalcarerestoration.com/do-ozone-generators-work-for-fire-damage-odors/,0,0,0.00,0.07,1810000,"[64,11,11,11,11,11,11,11,11,17,11,17]",2025-12-12,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
ozone mold,43,43,170,13,2.08,https://totalcarerestoration.com/ozone-air-treatment-for-mold-and-pathogens/,0,0,0.00,0.48,6210000,"[65,53,53,53,53,43,53,53,65,100,53,53]",2025-12-25,"Sitelinks, Video, Image, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
water drying,49,49,880,2,6.54,https://totalcarerestoration.com/water-damage-dry-out-process/,0,0,0.00,0.99,309000000,"[0,0,0,11,16,46,52,68,68,84,100,68]",2025-11-28,"Local pack, Image pack, Sitelinks, Video, Related searches, See results about, AI overview",informational,Organic
westfair restoration services,42,42,30,30,5.02,https://totalcarerestoration.com/weston-restoration-services/,0,0,0.00,0.09,7190,"[100,22,22,22,22,22,22,22,22,22,22,22]",2025-12-12,"Knowledge panel, Sitelinks, Video, Image",navigational,Organic
cost to tarp roof,25,25,30,11,6.00,https://totalcarerestoration.com/benefits-shrink-wrapping-roof-blue-tarps/,0,0,0.00,0.62,4420000,"[14,35,21,21,14,7,21,14,21,21,14,14]",2025-10-20,"Sitelinks, Video, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
cost to tarp roof,53,53,30,11,6.00,https://totalcarerestoration.com/services/roof-tarping/,0,0,0.00,0.62,4420000,"[14,35,21,21,14,7,21,14,21,21,14,14]",2025-10-20,"Sitelinks, Video, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
ozone treatment dangers,49,49,50,17,0.00,https://totalcarerestoration.com/do-ozone-generators-work-for-fire-damage-odors/,0,0,0.00,0.02,8,"[71,100,71,71,100,57,100,71,71,100,71,100]",2025-11-20,"Sitelinks, Image, Related searches, Discussions and forums, AI overview",commercial,Organic
ozone treatment dangers,51,51,50,17,0.00,https://totalcarerestoration.com/do-ozone-generators-work-for-fire-damage-odors/,0,0,0.00,0.02,8,"[71,100,71,71,100,57,100,71,71,100,71,100]",2025-11-20,"Sitelinks, Image, Related searches, Discussions and forums, AI overview",commercial,Organic
walls early signs of mold in house,1,0,40,,0.96,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.07,3120000,"[0,0,0,0,0,0,82,52,64,0,0,100]",2026-01-06,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,People also ask
walls early signs of mold in house,85,0,40,,0.96,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.07,3120000,"[0,0,0,0,0,0,82,52,64,0,0,100]",2026-01-06,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
walls early signs of mold in house,87,0,40,,0.96,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.07,3120000,"[0,0,0,0,0,0,82,52,64,0,0,100]",2026-01-06,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
ceiling water damage restoration near me,43,43,40,28,31.67,https://totalcarerestoration.com/water-damage-restoration/residential/fort-lauderdale/,0,0,0.00,0.79,8050000,"[11,22,22,77,100,44,0]",2026-01-04,"Local pack, Sitelinks, Video, Ads bottom, People also ask, Related searches",transactional,Organic
mold on sheetrock in bathroom,58,58,170,13,2.90,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.49,1630000,"[80,80,80,65,65,80,65,53,65,42,26,65]",2025-12-27,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
emergency roof tarping,44,44,590,16,12.72,https://totalcarerestoration.com/roof-tarping-completely-explained/,0,0,0.00,0.68,1780000,"[20,30,20,20,24,24,36,55,76,76,100,100]",2025-10-11,"Local pack, Video, Ads bottom, Video Carousel, People also ask, Related searches, Ads middle",commercial,Organic
how fast does mold grow on drywall,1,1,90,4,0.00,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.02,10,"[11,41,29,29,41,41,52,82,41,82,82,100]",2025-11-14,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,People also ask
how fast does mold grow on drywall,36,36,90,4,0.00,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.02,10,"[11,41,29,29,41,41,52,82,41,82,82,100]",2025-11-14,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
how fast does mold grow on drywall,43,43,90,4,0.00,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.02,10,"[11,41,29,29,41,41,52,82,41,82,82,100]",2025-11-14,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
how to kill mold in walls,1,1,70,22,0.00,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0,10,"[6,8,6,3,5,5,3,3,3,5,1,0]",2025-11-09,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,People also ask
how long does a dehumidifier take to dry a room,1,1,110,1,0.00,https://totalcarerestoration.com/dehumidifiers-vs-air-movers-what-to-use-after-floods/,0,0,0.00,0.01,10,"[80,66,66,33,42,42,42,33,66,80,66,52]",2025-11-12,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,People also ask
ozone treatment in house,1,1,480,36,1.31,https://totalcarerestoration.com/ozone-air-treatment-for-mold-and-pathogens/,0,0,0.00,0.99,16600000,"[36,44,67,15,19,19,81,29,67,100,100,12]",2025-10-02,"Sitelinks, Video, People also ask, Related searches, See results about, Things to know, Discussions and forums, AI overview",informational,Things to know
tarp for roof covering,63,63,50,17,0.65,https://totalcarerestoration.com/services/roof-tarping/,0,0,0.00,0.8,7290000,"[100,100,18,18,18,18,36,100,100,18,18,18]",2025-10-22,"Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
residential water restoration,29,0,140,50,0.00,https://totalcarerestoration.com/water-damage-restoration/residential/fort-lauderdale/,0,0,0.00,0.45,30100000,"[42,15,34,26,15,42,53,65,100,100,65,19]",2026-01-06,"Local pack, Video, People also ask, Related searches",commercial,Organic
residential water restoration,77,0,140,50,0.00,https://totalcarerestoration.com/water-damage-restoration/residential/coral-springs/,0,0,0.00,0.45,30100000,"[42,15,34,26,15,42,53,65,100,100,65,19]",2026-01-06,"Local pack, Video, People also ask, Related searches",commercial,Organic
furniture smoke damage cleaning,23,23,70,20,0.00,https://totalcarerestoration.com/7-steps-to-clean-smoke-damaged-items/,0,0,0.00,0,15000000,"[9,81,45,81,81,100,45]",2025-12-20,"Local pack, Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches, AI overview","informational, transactional",Organic
cast iron pipes in home,45,45,50,8,6.08,https://totalcarerestoration.com/cast-iron-pipes/,0,0,0.00,0.16,21600000,"[0,0,0,14,14,21,28,50,100,100,100,78]",2026-01-05,"Sitelinks, Video, Video Carousel, Popular products, Related searches, AI overview","commercial, informational",Organic
smoke damage hvac cleaning,20,20,1000,15,0.00,https://totalcarerestoration.com/7-steps-to-clean-smoke-damaged-items/,0,0,0.00,0,6650000,"[20,36,62,55,62,62,100,100,81]",2025-12-14,"Local pack, Sitelinks, Video, Featured snippet, Ads bottom, Video Carousel, People also ask, Related searches, Discussions and forums","commercial, informational",Organic
cost of replacing cast iron plumbing,26,26,50,0,6.74,https://totalcarerestoration.com/cast-iron-pipes/,0,0,0.00,0.53,6150000,"[3,19,19,15,11,26,7,11,34,7,100,11]",2025-10-22,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
miami beach roof repair,63,63,30,1,0.68,https://totalcarerestoration.com/problems/roof-leak-water-damage/miami-beach/,0,0,0.00,0.08,4740000,"[29,5,5,17,17,17,17,17,23,17,11,11]",2025-12-28,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
ozone smoke odor removal,82,82,70,1,1.28,https://totalcarerestoration.com/do-ozone-generators-work-for-fire-damage-odors/,0,0,0.00,0.74,10,"[14,100,100,35,35,35,50,50,50,35,50,78]",2025-11-09,"Image pack, Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
ozone generator kill mold,74,74,70,3,0.95,https://totalcarerestoration.com/ozone-air-treatment-for-mold-and-pathogens/,0,0,0.00,0.62,224000,"[64,28,50,50,64,35,50,35,64,64,64,64]",2025-12-27,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
drain pipe venting,95,95,140,23,8.21,https://totalcarerestoration.com/exploring-advanced-venting-solutions-for-plumbing-drains-what-you-need-to-know/,0,0,0.00,0.11,24600000,"[8,81,100,100,8,18,4,6,2,18,4,2]",2025-12-11,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
total restoration ct,74,74,40,21,12.02,https://totalcarerestoration.com/,0,0,0.00,0.61,43000000,"[11,100,11,11,11,11,11,11,11,11,11,64]",2025-12-26,"Knowledge panel, Video, Image, People also ask, Related searches",navigational,Organic
kitchen fire repair,45,45,140,13,6.32,https://totalcarerestoration.com/problems/kitchen-fire-damage-restoration/delray-beach/,0,0,0.00,0.23,92400000,"[11,19,65,42,65,53,53,42,65,80,100,100]",2025-12-28,"Local pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
mold radar,1,1,30,14,2.41,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.63,10,"[100,28,28,14,14,14,14,14,14,14,14,14]",2025-11-16,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview","commercial, informational",People also ask
mold in walls dangerous,69,69,30,55,1.29,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.1,11500000,"[63,9,18,27,9,27,9,36,27,27,36,36]",2025-12-07,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
how long does fire restoration take,39,39,110,5,0.00,https://totalcarerestoration.com/how-long-does-property-restoration-take/,0,0,0.00,0.01,0,"[7,19,7,26,26,53,26,26,26,100,100,65]",2025-12-05,"Sitelinks, Video, Discussions and forums, AI overview",informational,Organic
what does mold on a wall look like,40,40,390,12,0.60,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.05,74700000,"[19,66,66,66,81,44,36,54,29,44,66,19]",2025-12-11,"Sitelinks, Video, Image, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
tsunami in florida 2025,61,61,140,25,0.00,https://totalcarerestoration.com/the-2025-miami-flood-we-thought-about/,0,0,0.00,0,17800000,"[0,0,0,0,0,2,29,12,15,44,100,7]",2025-11-12,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
weston mold removal,8,8,40,1,0.00,https://totalcarerestoration.com/weston-restoration-services/,0,0,0.00,0.71,280000,"[18,18,18,18,100,100,18,18,18,18,18,18]",2025-12-11,"Local pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches, Discussions and forums",commercial,Organic
is black mold on drywall dangerous,25,25,170,27,1.47,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.19,1190000,"[66,42,66,52,80,80,100,100,100,80,80,80]",2025-12-28,"Sitelinks, Video, Featured snippet, People also ask, Related searches",informational,Organic
miami in the future,1,1,40,16,0.00,https://totalcarerestoration.com/the-2025-miami-flood-we-thought-about/,0,0,0.00,0,10,"[23,23,23,33,23,23,33,9,9,9,9,9]",2025-11-19,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
emergency tarping,64,32,480,15,26.63,https://totalcarerestoration.com/roof-tarping-completely-explained/,0,0,0.00,0.34,5570000,"[19,29,29,36,54,54,81,66,100,100,81,81]",2026-01-05,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
how to tell if there's mold in your walls,45,45,40,22,0.98,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.57,49200000,"[17,12,10,10,10,2,7,7,10,10,17,7]",2025-12-06,"Sitelinks, Video, Image, Ads bottom, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
how to tarp a roof after a storm,15,15,40,10,0.00,https://totalcarerestoration.com/step-by-step-guide-to-tarping-a-roof-after-a-storm/,0,0,0.00,0.03,1850000,"[100,41,11,11,11,11,11,11,11,23,11,11]",2025-12-06,"Image pack, Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
how to tarp a roof after a storm,20,20,40,10,0.00,https://totalcarerestoration.com/step-by-step-guide-to-tarping-a-roof-after-a-storm/,0,0,0.00,0.03,1850000,"[100,41,11,11,11,11,11,11,11,23,11,11]",2025-12-06,"Image pack, Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
home restoration colorado springs,5,0,110,29,0.00,https://totalcarerestoration.com/how-long-does-property-restoration-take/,0,0,0.00,0.09,7240000,"[7,7,19,34,34,42,42,34,80,80,42,100]",2026-01-05,"Local pack, Image, People also ask, Related searches",commercial,People also ask
how do i clean mold from wood,56,56,40,30,0.51,https://totalcarerestoration.com/effective-strategies-for-removing-mold-from-wood-a-comprehensive-guide/,0,0,0.00,0.4,34800000,"[100,18,18,18,18,18,18,18,18,100,100,18]",2025-12-10,"Sitelinks, Video, Ads bottom, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
